"region";"br�nsletyp";"f�rbrukarkategori";"2018";"2019";"2020";"2021"
"1381 Laholm";"bensin";"enbostadshus";0.0;0.0;0.0;0.0
"1381 Laholm";"bensin";"flerbostadshus";0.0;0.0;0.0;0.0
"1381 Laholm";"bensin";"�vriga fastigheter";0.0;0.0;0.0;0.0
"1381 Laholm";"bensin";"v�gtransporter";9287.1;9102.8;..;8466.7
"1381 Laholm";"bensin";"bygg, luftfart, j�rnv�g, bunkring";82.3;0.0;0.0;0.0
"1381 Laholm";"bensin";"totalt";9438.8;9352.5;7794.8;8605.7
"1381 Laholm";"diesel/EO1";"jordbruk, skogsbruk, fiske";982.7;954.2;749.2;769.9
"1381 Laholm";"diesel/EO1";"industri";1970.8;2063.4;1214.5;1857.2
"1381 Laholm";"diesel/EO1";"el- och v�rmeverk";0.0;112.1;0.0;87.4
"1381 Laholm";"diesel/EO1";"offentlig f�rvaltning";510.9;97.0;61.0;88.9
"1381 Laholm";"diesel/EO1";"enbostadshus";82.9;29.8;35.8;57.8
"1381 Laholm";"diesel/EO1";"flerbostadshus";0.0;0.8;0.0;1.0
"1381 Laholm";"diesel/EO1";"�vriga fastigheter";4.0;0.0;12.5;3.6
"1381 Laholm";"diesel/EO1";"v�gtransporter";13563.0;13095.6;11302.6;13529.2
"1381 Laholm";"diesel/EO1";"bygg, luftfart, j�rnv�g, bunkring";74.2;0.0;143.3;464.0
"1381 Laholm";"diesel/EO1";"totalt";17188.7;16352.8;13519.0;16858.9
"1381 Laholm";"varav  diesel";"jordbruk, skogsbruk, fiske";..;..;..;..
"1381 Laholm";"varav  diesel";"industri";..;..;..;..
"1381 Laholm";"varav  diesel";"el- och v�rmeverk";..;..;..;..
"1381 Laholm";"varav  diesel";"offentlig f�rvaltning";..;..;..;..
"1381 Laholm";"varav  diesel";"enbostadshus";..;..;..;..
"1381 Laholm";"varav  diesel";"flerbostadshus";..;..;..;..
"1381 Laholm";"varav  diesel";"�vriga fastigheter";..;..;..;..
"1381 Laholm";"varav  diesel";"v�gtransporter";..;..;..;..
"1381 Laholm";"varav  diesel";"bygg, luftfart, j�rnv�g, bunkring";..;..;..;..
"1381 Laholm";"varav  diesel";"totalt";16707.6;15492.7;13089.7;15301.0
"1381 Laholm";"varav eldningsolja 1";"jordbruk, skogsbruk, fiske";..;..;..;..
"1381 Laholm";"varav eldningsolja 1";"industri";..;..;..;..
"1381 Laholm";"varav eldningsolja 1";"el- och v�rmeverk";..;..;..;..
"1381 Laholm";"varav eldningsolja 1";"offentlig f�rvaltning";..;..;..;..
"1381 Laholm";"varav eldningsolja 1";"enbostadshus";..;..;..;..
"1381 Laholm";"varav eldningsolja 1";"flerbostadshus";..;..;..;..
"1381 Laholm";"varav eldningsolja 1";"�vriga fastigheter";..;..;..;..
"1381 Laholm";"varav eldningsolja 1";"v�gtransporter";..;..;..;..
"1381 Laholm";"varav eldningsolja 1";"bygg, luftfart, j�rnv�g, bunkring";..;..;..;..
"1381 Laholm";"varav eldningsolja 1";"totalt";481.0;860.2;429.3;1557.9
"1381 Laholm";"etanol";"jordbruk, skogsbruk, fiske";0.0;0.0;0.0;0.0
"1381 Laholm";"etanol";"industri";0.0;0.0;0.0;0.0
"1381 Laholm";"etanol";"el- och v�rmeverk";0.0;0.0;0.0;0.0
"1381 Laholm";"etanol";"offentlig f�rvaltning";0.0;0.0;0.0;0.0
"1381 Laholm";"etanol";"enbostadshus";0.0;0.0;0.0;0.0
"1381 Laholm";"etanol";"flerbostadshus";0.0;0.0;0.0;0.0
"1381 Laholm";"etanol";"�vriga fastigheter";0.0;0.0;0.0;0.0
"1381 Laholm";"etanol";"v�gtransporter";159.5;123.8;47.6;63.2
"1381 Laholm";"etanol";"bygg, luftfart, j�rnv�g, bunkring";0.0;0.0;0.0;0.0
"1381 Laholm";"etanol";"totalt";159.5;123.8;47.6;63.2
"1381 Laholm";"eldningsolja 2-6";"jordbruk, skogsbruk, fiske";0.0;0.0;0.0;0.0
"1381 Laholm";"eldningsolja 2-6";"industri";0.0;0.0;0.0;0.0
"1381 Laholm";"eldningsolja 2-6";"el- och v�rmeverk";0.0;0.0;0.0;0.0
"1381 Laholm";"eldningsolja 2-6";"offentlig f�rvaltning";0.0;0.0;0.0;0.0
"1381 Laholm";"eldningsolja 2-6";"enbostadshus";0.0;0.0;0.0;0.0
"1381 Laholm";"eldningsolja 2-6";"flerbostadshus";0.0;0.0;0.0;0.0
"1381 Laholm";"eldningsolja 2-6";"�vriga fastigheter";0.0;0.0;0.0;0.0
"1381 Laholm";"eldningsolja 2-6";"v�gtransporter";0.0;0.0;0.0;0.0
"1381 Laholm";"eldningsolja 2-6";"bygg, luftfart, j�rnv�g, bunkring";0.0;0.0;0.0;0.0
"1381 Laholm";"eldningsolja 2-6";"totalt";0.0;0.0;0.0;0.0
"1381 Laholm";"FAME";"jordbruk, skogsbruk, fiske";0.0;0.0;0.0;0.0
"1381 Laholm";"FAME";"industri";0.0;0.0;0.0;10.0
"1381 Laholm";"FAME";"el- och v�rmeverk";0.0;0.0;0.0;0.0
"1381 Laholm";"FAME";"offentlig f�rvaltning";0.0;0.0;0.0;0.0
"1381 Laholm";"FAME";"enbostadshus";0.0;0.0;0.0;0.0
"1381 Laholm";"FAME";"flerbostadshus";0.0;0.0;0.0;0.0
"1381 Laholm";"FAME";"�vriga fastigheter";0.0;0.0;0.0;0.0
"1381 Laholm";"FAME";"v�gtransporter";167.0;59.0;19.4;39.0
"1381 Laholm";"FAME";"bygg, luftfart, j�rnv�g, bunkring";0.0;0.0;0.0;0.0
"1381 Laholm";"FAME";"totalt";167.0;59.0;19.4;49.0
"1381 Laholm";"HVO";"jordbruk, skogsbruk, fiske";0.0;..;0.0;0.0
"1381 Laholm";"HVO";"industri";0.0;..;0.0;0.0
"1381 Laholm";"HVO";"el- och v�rmeverk";0.0;0.0;0.0;0.0
"1381 Laholm";"HVO";"offentlig f�rvaltning";0.0;0.0;0.0;0.0
"1381 Laholm";"HVO";"enbostadshus";0.0;0.0;0.0;0.0
"1381 Laholm";"HVO";"flerbostadshus";0.0;0.0;0.0;0.0
"1381 Laholm";"HVO";"�vriga fastigheter";0.0;0.0;0.0;0.0
"1381 Laholm";"HVO";"v�gtransporter";0.0;110.4;167.2;191.0
"1381 Laholm";"HVO";"bygg, luftfart, j�rnv�g, bunkring";0.0;0.0;31.0;31.0
"1381 Laholm";"HVO";"totalt";0.0;113.4;198.2;222.0
"1382 Falkenberg";"bensin";"jordbruk, skogsbruk, fiske";95.0;..;..;113.3
"1382 Falkenberg";"bensin";"industri";0.0;0.0;0.0;61.0
"1382 Falkenberg";"bensin";"el- och v�rmeverk";0.0;0.0;0.0;0.0
"1382 Falkenberg";"bensin";"offentlig f�rvaltning";0.0;0.0;0.0;0.0
"1382 Falkenberg";"bensin";"enbostadshus";0.0;0.0;0.0;0.0
"1382 Falkenberg";"bensin";"flerbostadshus";0.0;0.0;0.0;0.0
"1382 Falkenberg";"bensin";"�vriga fastigheter";0.0;0.0;0.0;0.0
"1382 Falkenberg";"bensin";"v�gtransporter";19078.6;18309.2;15478.9;16934.2
"1382 Falkenberg";"bensin";"bygg, luftfart, j�rnv�g, bunkring";19.0;..;..;1.0
"1382 Falkenberg";"bensin";"totalt";19192.6;18423.9;15576.9;17109.4
"1382 Falkenberg";"diesel/EO1";"jordbruk, skogsbruk, fiske";729.8;833.5;890.9;796.5
"1382 Falkenberg";"diesel/EO1";"industri";1569.4;1596.7;1461.2;2076.9
"1382 Falkenberg";"diesel/EO1";"el- och v�rmeverk";0.0;29.6;0.0;0.0
"1382 Falkenberg";"diesel/EO1";"offentlig f�rvaltning";423.5;65.6;2.7;124.0
"1382 Falkenberg";"diesel/EO1";"enbostadshus";95.0;28.4;41.7;38.5
"1382 Falkenberg";"diesel/EO1";"flerbostadshus";6.1;6.4;4.6;0.0
"1382 Falkenberg";"diesel/EO1";"�vriga fastigheter";5.8;454.0;757.7;1286.5
"1382 Falkenberg";"diesel/EO1";"v�gtransporter";33469.1;32286.8;27038.1;28918.1
"1382 Falkenberg";"diesel/EO1";"bygg, luftfart, j�rnv�g, bunkring";1162.4;928.4;151.2;640.4
"1382 Falkenberg";"diesel/EO1";"totalt";37461.4;36229.4;30348.1;33880.9
"1382 Falkenberg";"varav  diesel";"jordbruk, skogsbruk, fiske";..;..;..;..
"1382 Falkenberg";"varav  diesel";"industri";..;..;..;..
"1382 Falkenberg";"varav  diesel";"el- och v�rmeverk";..;..;..;..
"1382 Falkenberg";"varav  diesel";"offentlig f�rvaltning";..;..;..;..
"1382 Falkenberg";"varav  diesel";"enbostadshus";..;..;..;..
"1382 Falkenberg";"varav  diesel";"flerbostadshus";..;..;..;..
"1382 Falkenberg";"varav  diesel";"�vriga fastigheter";..;..;..;..
"1382 Falkenberg";"varav  diesel";"v�gtransporter";..;..;..;..
"1382 Falkenberg";"varav  diesel";"bygg, luftfart, j�rnv�g, bunkring";..;..;..;..
"1382 Falkenberg";"varav  diesel";"totalt";34403.4;34325.7;29482.7;31442.2
"1382 Falkenberg";"varav eldningsolja 1";"jordbruk, skogsbruk, fiske";..;..;..;..
"1382 Falkenberg";"varav eldningsolja 1";"industri";..;..;..;..
"1382 Falkenberg";"varav eldningsolja 1";"el- och v�rmeverk";..;..;..;..
"1382 Falkenberg";"varav eldningsolja 1";"offentlig f�rvaltning";..;..;..;..
"1382 Falkenberg";"varav eldningsolja 1";"enbostadshus";..;..;..;..
"1382 Falkenberg";"varav eldningsolja 1";"flerbostadshus";..;..;..;..
"1382 Falkenberg";"varav eldningsolja 1";"�vriga fastigheter";..;..;..;..
"1382 Falkenberg";"varav eldningsolja 1";"v�gtransporter";..;..;..;..
"1382 Falkenberg";"varav eldningsolja 1";"bygg, luftfart, j�rnv�g, bunkring";..;..;..;..
"1382 Falkenberg";"varav eldningsolja 1";"totalt";3057.9;1904.7;865.4;2438.6
"1382 Falkenberg";"etanol";"jordbruk, skogsbruk, fiske";0.0;0.0;0.0;0.0
"1382 Falkenberg";"etanol";"industri";0.0;0.0;0.0;0.0
"1382 Falkenberg";"etanol";"el- och v�rmeverk";0.0;0.0;0.0;0.0
"1382 Falkenberg";"etanol";"offentlig f�rvaltning";0.0;0.0;0.0;0.0
"1382 Falkenberg";"etanol";"enbostadshus";0.0;0.0;0.0;0.0
"1382 Falkenberg";"etanol";"flerbostadshus";0.0;0.0;0.0;0.0
"1382 Falkenberg";"etanol";"�vriga fastigheter";0.0;0.0;0.0;0.0
"1382 Falkenberg";"etanol";"v�gtransporter";389.9;316.0;129.8;157.5
"1382 Falkenberg";"etanol";"bygg, luftfart, j�rnv�g, bunkring";0.0;0.0;0.0;0.0
"1382 Falkenberg";"etanol";"totalt";389.9;316.0;129.8;157.5
"1382 Falkenberg";"eldningsolja 2-6";"jordbruk, skogsbruk, fiske";0.0;0.0;0.0;0.0
"1382 Falkenberg";"eldningsolja 2-6";"industri";0.0;0.0;0.0;0.0
"1382 Falkenberg";"eldningsolja 2-6";"el- och v�rmeverk";0.0;0.0;0.0;0.0
"1382 Falkenberg";"eldningsolja 2-6";"offentlig f�rvaltning";0.0;0.0;0.0;0.0
"1382 Falkenberg";"eldningsolja 2-6";"enbostadshus";0.0;0.0;0.0;0.0
"1382 Falkenberg";"eldningsolja 2-6";"flerbostadshus";0.0;0.0;0.0;0.0
"1382 Falkenberg";"eldningsolja 2-6";"�vriga fastigheter";0.0;0.0;0.0;0.0
"1382 Falkenberg";"eldningsolja 2-6";"v�gtransporter";0.0;0.0;0.0;0.0
"1382 Falkenberg";"eldningsolja 2-6";"bygg, luftfart, j�rnv�g, bunkring";..;..;..;250.0
"1382 Falkenberg";"eldningsolja 2-6";"totalt";..;..;..;250.0
"1382 Falkenberg";"FAME";"jordbruk, skogsbruk, fiske";0.0;0.0;0.0;0.0
"1382 Falkenberg";"FAME";"industri";8.0;65.0;100.0;114.0
"1382 Falkenberg";"FAME";"el- och v�rmeverk";0.0;2.1;0.0;0.0
"1382 Falkenberg";"FAME";"offentlig f�rvaltning";2.4;0.0;2.0;0.0
"1382 Falkenberg";"FAME";"enbostadshus";0.0;0.0;0.0;0.0
"1382 Falkenberg";"FAME";"flerbostadshus";0.0;0.0;0.0;0.0
"1382 Falkenberg";"FAME";"�vriga fastigheter";0.0;0.0;0.0;0.0
"1382 Falkenberg";"FAME";"v�gtransporter";..;362.0;165.4;534.0
"1382 Falkenberg";"FAME";"bygg, luftfart, j�rnv�g, bunkring";0.0;0.0;0.0;0.0
"1382 Falkenberg";"FAME";"totalt";..;429.1;267.4;648.0
"1382 Falkenberg";"HVO";"jordbruk, skogsbruk, fiske";..;..;..;93.0
"1382 Falkenberg";"HVO";"industri";0.0;0.0;0.0;2.0
"1382 Falkenberg";"HVO";"el- och v�rmeverk";0.0;0.0;0.0;0.0
"1382 Falkenberg";"HVO";"offentlig f�rvaltning";0.0;0.0;0.0;0.0
"1382 Falkenberg";"HVO";"enbostadshus";0.0;0.0;0.0;0.0
"1382 Falkenberg";"HVO";"flerbostadshus";0.0;0.0;0.0;0.0
"1382 Falkenberg";"HVO";"�vriga fastigheter";325.0;0.0;0.0;0.0
"1382 Falkenberg";"HVO";"v�gtransporter";..;..;..;1285.1
"1382 Falkenberg";"HVO";"bygg, luftfart, j�rnv�g, bunkring";0.0;28.9;52.2;52.0
"1382 Falkenberg";"HVO";"totalt";1258.9;790.9;1043.2;1432.1
"1383 Varberg";"bensin";"jordbruk, skogsbruk, fiske";71.0;..;..;316.0
"1383 Varberg";"bensin";"industri";0.0;0.0;0.0;26.0
"1383 Varberg";"bensin";"el- och v�rmeverk";0.0;0.0;0.0;0.0
"1383 Varberg";"bensin";"offentlig f�rvaltning";0.0;0.0;0.0;0.0
"1383 Varberg";"bensin";"enbostadshus";0.0;0.0;0.0;0.0
"1383 Varberg";"bensin";"flerbostadshus";0.0;0.0;0.0;0.0
"1383 Varberg";"bensin";"�vriga fastigheter";0.0;0.0;0.0;0.0
"1383 Varberg";"bensin";"v�gtransporter";21268.0;20827.9;..;20143.3
"1383 Varberg";"bensin";"bygg, luftfart, j�rnv�g, bunkring";3.0;..;0.0;1.0
"1383 Varberg";"bensin";"totalt";21342.0;20921.1;19183.6;20486.3
"1383 Varberg";"diesel/EO1";"jordbruk, skogsbruk, fiske";1736.3;1858.2;2437.0;5216.6
"1383 Varberg";"diesel/EO1";"industri";3081.3;2466.4;2101.5;2096.2
"1383 Varberg";"diesel/EO1";"el- och v�rmeverk";630.0;185.2;18.7;158.9
"1383 Varberg";"diesel/EO1";"offentlig f�rvaltning";84.1;297.9;48.6;21.1
"1383 Varberg";"diesel/EO1";"enbostadshus";102.6;55.0;29.7;33.5
"1383 Varberg";"diesel/EO1";"flerbostadshus";3.3;8.9;2.0;0.0
"1383 Varberg";"diesel/EO1";"�vriga fastigheter";12.5;89.0;106.0;199.4
"1383 Varberg";"diesel/EO1";"v�gtransporter";38638.5;41411.4;39035.5;40521.6
"1383 Varberg";"diesel/EO1";"bygg, luftfart, j�rnv�g, bunkring";5473.0;4286.0;1539.8;983.5
"1383 Varberg";"diesel/EO1";"totalt";49762.0;50658.1;45318.7;49230.8
"1383 Varberg";"varav  diesel";"jordbruk, skogsbruk, fiske";..;..;..;..
"1383 Varberg";"varav  diesel";"industri";..;..;..;..
"1383 Varberg";"varav  diesel";"el- och v�rmeverk";..;..;..;..
"1383 Varberg";"varav  diesel";"offentlig f�rvaltning";..;..;..;..
"1383 Varberg";"varav  diesel";"enbostadshus";..;..;..;..
"1383 Varberg";"varav  diesel";"flerbostadshus";..;..;..;..
"1383 Varberg";"varav  diesel";"�vriga fastigheter";..;..;..;..
"1383 Varberg";"varav  diesel";"v�gtransporter";..;..;..;..
"1383 Varberg";"varav  diesel";"bygg, luftfart, j�rnv�g, bunkring";..;..;..;..
"1383 Varberg";"varav  diesel";"totalt";43369.2;45225.2;44598.0;48732.6
"1383 Varberg";"varav eldningsolja 1";"jordbruk, skogsbruk, fiske";..;..;..;..
"1383 Varberg";"varav eldningsolja 1";"industri";..;..;..;..
"1383 Varberg";"varav eldningsolja 1";"el- och v�rmeverk";..;..;..;..
"1383 Varberg";"varav eldningsolja 1";"offentlig f�rvaltning";..;..;..;..
"1383 Varberg";"varav eldningsolja 1";"enbostadshus";..;..;..;..
"1383 Varberg";"varav eldningsolja 1";"flerbostadshus";..;..;..;..
"1383 Varberg";"varav eldningsolja 1";"�vriga fastigheter";..;..;..;..
"1383 Varberg";"varav eldningsolja 1";"v�gtransporter";..;..;..;..
"1383 Varberg";"varav eldningsolja 1";"bygg, luftfart, j�rnv�g, bunkring";..;..;..;..
"1383 Varberg";"varav eldningsolja 1";"totalt";6392.7;5432.8;720.7;498.2
"1383 Varberg";"etanol";"jordbruk, skogsbruk, fiske";0.0;0.0;0.0;0.0
"1383 Varberg";"etanol";"industri";0.0;0.0;0.0;0.0
"1383 Varberg";"etanol";"el- och v�rmeverk";0.0;0.0;0.0;0.0
"1383 Varberg";"etanol";"offentlig f�rvaltning";0.0;0.0;0.0;0.0
"1383 Varberg";"etanol";"enbostadshus";0.0;0.0;0.0;0.0
"1383 Varberg";"etanol";"flerbostadshus";0.0;0.0;0.0;0.0
"1383 Varberg";"etanol";"�vriga fastigheter";0.0;0.0;0.0;0.0
"1383 Varberg";"etanol";"v�gtransporter";407.8;309.0;178.2;165.4
"1383 Varberg";"etanol";"bygg, luftfart, j�rnv�g, bunkring";0.0;0.0;0.0;0.0
"1383 Varberg";"etanol";"totalt";407.8;309.0;178.2;165.4
"1383 Varberg";"eldningsolja 2-6";"jordbruk, skogsbruk, fiske";0.0;0.0;0.0;0.0
"1383 Varberg";"eldningsolja 2-6";"industri";482.0;0.0;0.0;0.0
"1383 Varberg";"eldningsolja 2-6";"el- och v�rmeverk";0.0;0.0;0.0;0.0
"1383 Varberg";"eldningsolja 2-6";"offentlig f�rvaltning";0.0;0.0;0.0;0.0
"1383 Varberg";"eldningsolja 2-6";"enbostadshus";0.0;0.0;0.0;0.0
"1383 Varberg";"eldningsolja 2-6";"flerbostadshus";0.0;0.0;0.0;0.0
"1383 Varberg";"eldningsolja 2-6";"�vriga fastigheter";0.0;0.0;0.0;0.0
"1383 Varberg";"eldningsolja 2-6";"v�gtransporter";0.0;0.0;0.0;0.0
"1383 Varberg";"eldningsolja 2-6";"bygg, luftfart, j�rnv�g, bunkring";..;..;..;150.0
"1383 Varberg";"eldningsolja 2-6";"totalt";..;..;..;150.0
"1383 Varberg";"FAME";"jordbruk, skogsbruk, fiske";0.0;0.0;0.0;0.0
"1383 Varberg";"FAME";"industri";0.0;0.0;200.0;188.0
"1383 Varberg";"FAME";"el- och v�rmeverk";0.0;0.0;0.0;0.0
"1383 Varberg";"FAME";"offentlig f�rvaltning";0.0;0.0;0.0;0.0
"1383 Varberg";"FAME";"enbostadshus";0.0;0.0;0.0;0.0
"1383 Varberg";"FAME";"flerbostadshus";0.0;0.0;0.0;0.0
"1383 Varberg";"FAME";"�vriga fastigheter";0.0;0.0;0.0;0.0
"1383 Varberg";"FAME";"v�gtransporter";3688.0;2418.0;3340.8;1606.0
"1383 Varberg";"FAME";"bygg, luftfart, j�rnv�g, bunkring";0.0;0.0;0.0;64.0
"1383 Varberg";"FAME";"totalt";3688.0;2418.0;3540.8;1858.0
"1383 Varberg";"HVO";"jordbruk, skogsbruk, fiske";28.0;0.0;0.0;1.0
"1383 Varberg";"HVO";"industri";4684.0;5792.7;..;3026.0
"1383 Varberg";"HVO";"el- och v�rmeverk";0.0;0.0;0.0;0.0
"1383 Varberg";"HVO";"offentlig f�rvaltning";0.0;0.0;0.0;6.0
"1383 Varberg";"HVO";"enbostadshus";0.0;0.0;0.0;0.0
"1383 Varberg";"HVO";"flerbostadshus";0.0;0.0;0.0;0.0
"1383 Varberg";"HVO";"�vriga fastigheter";0.0;0.0;0.0;0.0
"1383 Varberg";"HVO";"v�gtransporter";2672.0;461.4;..;1420.3
"1383 Varberg";"HVO";"bygg, luftfart, j�rnv�g, bunkring";0.0;0.0;605.6;223.4
"1383 Varberg";"HVO";"totalt";7384.0;6254.2;7163.9;4676.7
"1384 Kungsbacka";"bensin";"jordbruk, skogsbruk, fiske";87.0;..;..;111.0
"1384 Kungsbacka";"bensin";"industri";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"bensin";"el- och v�rmeverk";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"bensin";"offentlig f�rvaltning";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"bensin";"enbostadshus";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"bensin";"flerbostadshus";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"bensin";"�vriga fastigheter";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"bensin";"v�gtransporter";23093.7;22872.9;21930.0;22480.3
"1384 Kungsbacka";"bensin";"bygg, luftfart, j�rnv�g, bunkring";3.6;..;..;1.0
"1384 Kungsbacka";"bensin";"totalt";23184.3;22983.8;22037.0;22592.3
"1384 Kungsbacka";"diesel/EO1";"jordbruk, skogsbruk, fiske";146.6;686.9;91.5;193.2
"1384 Kungsbacka";"diesel/EO1";"industri";207.4;247.3;..;162.0
"1384 Kungsbacka";"diesel/EO1";"el- och v�rmeverk";0.0;0.0;3.3;0.0
"1384 Kungsbacka";"diesel/EO1";"offentlig f�rvaltning";0.0;3.7;0.0;53.7
"1384 Kungsbacka";"diesel/EO1";"enbostadshus";109.9;45.2;53.0;9.7
"1384 Kungsbacka";"diesel/EO1";"flerbostadshus";0.0;144.6;1.0;18.0
"1384 Kungsbacka";"diesel/EO1";"�vriga fastigheter";129.0;6.0;..;37.0
"1384 Kungsbacka";"diesel/EO1";"v�gtransporter";29011.6;27823.3;25567.3;24821.5
"1384 Kungsbacka";"diesel/EO1";"bygg, luftfart, j�rnv�g, bunkring";487.9;1243.0;1310.4;742.3
"1384 Kungsbacka";"diesel/EO1";"totalt";30092.6;30200.1;27201.8;26037.4
"1384 Kungsbacka";"varav  diesel";"jordbruk, skogsbruk, fiske";..;..;..;..
"1384 Kungsbacka";"varav  diesel";"industri";..;..;..;..
"1384 Kungsbacka";"varav  diesel";"el- och v�rmeverk";..;..;..;..
"1384 Kungsbacka";"varav  diesel";"offentlig f�rvaltning";..;..;..;..
"1384 Kungsbacka";"varav  diesel";"enbostadshus";..;..;..;..
"1384 Kungsbacka";"varav  diesel";"flerbostadshus";..;..;..;..
"1384 Kungsbacka";"varav  diesel";"�vriga fastigheter";..;..;..;..
"1384 Kungsbacka";"varav  diesel";"v�gtransporter";..;..;..;..
"1384 Kungsbacka";"varav  diesel";"bygg, luftfart, j�rnv�g, bunkring";..;..;..;..
"1384 Kungsbacka";"varav  diesel";"totalt";28268.9;28309.1;26737.2;25564.9
"1384 Kungsbacka";"varav eldningsolja 1";"jordbruk, skogsbruk, fiske";..;..;..;..
"1384 Kungsbacka";"varav eldningsolja 1";"industri";..;..;..;..
"1384 Kungsbacka";"varav eldningsolja 1";"el- och v�rmeverk";..;..;..;..
"1384 Kungsbacka";"varav eldningsolja 1";"offentlig f�rvaltning";..;..;..;..
"1384 Kungsbacka";"varav eldningsolja 1";"enbostadshus";..;..;..;..
"1384 Kungsbacka";"varav eldningsolja 1";"flerbostadshus";..;..;..;..
"1384 Kungsbacka";"varav eldningsolja 1";"�vriga fastigheter";..;..;..;..
"1384 Kungsbacka";"varav eldningsolja 1";"v�gtransporter";..;..;..;..
"1384 Kungsbacka";"varav eldningsolja 1";"bygg, luftfart, j�rnv�g, bunkring";..;..;..;..
"1384 Kungsbacka";"varav eldningsolja 1";"totalt";1823.7;1890.0;464.6;472.6
"1384 Kungsbacka";"etanol";"jordbruk, skogsbruk, fiske";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"etanol";"industri";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"etanol";"el- och v�rmeverk";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"etanol";"offentlig f�rvaltning";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"etanol";"enbostadshus";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"etanol";"flerbostadshus";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"etanol";"�vriga fastigheter";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"etanol";"v�gtransporter";378.5;263.1;153.5;151.0
"1384 Kungsbacka";"etanol";"bygg, luftfart, j�rnv�g, bunkring";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"etanol";"totalt";378.5;263.1;153.5;151.0
"1384 Kungsbacka";"eldningsolja 2-6";"jordbruk, skogsbruk, fiske";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"eldningsolja 2-6";"industri";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"eldningsolja 2-6";"el- och v�rmeverk";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"eldningsolja 2-6";"offentlig f�rvaltning";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"eldningsolja 2-6";"enbostadshus";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"eldningsolja 2-6";"flerbostadshus";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"eldningsolja 2-6";"�vriga fastigheter";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"eldningsolja 2-6";"v�gtransporter";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"eldningsolja 2-6";"bygg, luftfart, j�rnv�g, bunkring";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"eldningsolja 2-6";"totalt";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"FAME";"jordbruk, skogsbruk, fiske";4.0;0.0;0.0;0.0
"1384 Kungsbacka";"FAME";"industri";0.0;0.0;..;0.0
"1384 Kungsbacka";"FAME";"el- och v�rmeverk";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"FAME";"offentlig f�rvaltning";0.0;0.0;..;0.0
"1384 Kungsbacka";"FAME";"enbostadshus";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"FAME";"flerbostadshus";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"FAME";"�vriga fastigheter";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"FAME";"v�gtransporter";70.9;625.0;830.6;..
"1384 Kungsbacka";"FAME";"bygg, luftfart, j�rnv�g, bunkring";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"FAME";"totalt";74.9;625.0;1046.4;..
"1384 Kungsbacka";"HVO";"jordbruk, skogsbruk, fiske";9.0;0.0;0.0;1.0
"1384 Kungsbacka";"HVO";"industri";0.6;0.0;0.0;9.0
"1384 Kungsbacka";"HVO";"el- och v�rmeverk";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"HVO";"offentlig f�rvaltning";199.0;0.0;0.0;0.0
"1384 Kungsbacka";"HVO";"enbostadshus";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"HVO";"flerbostadshus";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"HVO";"�vriga fastigheter";0.0;0.0;0.0;0.0
"1384 Kungsbacka";"HVO";"v�gtransporter";507.1;1327.0;819.9;1244.0
"1384 Kungsbacka";"HVO";"bygg, luftfart, j�rnv�g, bunkring";4.0;4.2;60.3;68.0
"1384 Kungsbacka";"HVO";"totalt";719.8;1331.2;880.2;1322.0
"1401 H�rryda";"bensin";"jordbruk, skogsbruk, fiske";7.0;..;..;40.9
"1401 H�rryda";"bensin";"industri";0.0;0.0;0.0;10.0
"1401 H�rryda";"bensin";"el- och v�rmeverk";0.0;0.0;0.0;0.0
"1401 H�rryda";"bensin";"offentlig f�rvaltning";0.0;0.0;0.0;0.0
"1401 H�rryda";"bensin";"enbostadshus";0.0;0.0;0.0;0.0
